,x,y
0,1.6500220874806781,-0.3953426101324222
1,-0.20158235537035604,1.1131917626162005
2,2.2429001925272116,0.053050562431158736
3,0.42674463951560493,-0.3421980693711598
4,1.0095883741019298,-0.5540134277942133
5,1.2565473601346813,-0.45964588475291945
6,1.0947293026372966,-0.4578394974719245
7,-1.4254242552008516,-0.578547432701352
8,-2.1893139597236355,-0.31299480791047546
9,0.8592017512688006,-0.5497640647315932
10,1.7270602340184869,-0.422060711553475
11,0.5895049884405082,-0.5467534196963664
12,1.924147631455467,0.0879970881218554
13,-2.1893139597236355,-0.31299480791047546
14,0.04851777185047281,2.139667872314863
15,0.832232074926341,-0.5494630003807098
16,1.06235747241371,1.0422248997190433
17,1.6571669096303985,-0.38397309203528845
18,1.048586427035547,-0.511611222094176
19,-3.391085151058345,0.06126736941809723
20,0.3357621966237345,-0.5812282639331238
21,0.4186418563079236,-0.4650901003949766
22,0.4818297179176739,1.1280723587794508
23,0.6035039967642919,-0.38700879105395924
24,1.5800102240474527,0.8248291675247452
25,1.121102037052855,-0.4984008560921044
26,1.484333147426585,-0.4193511298597656
27,0.39686859263594537,1.0281589011251506
28,0.7866861418760047,-0.5629744309180361
29,0.8250872522582081,-0.560832519302924
30,1.5922118522390505,-0.4205553884389929
31,0.9448367505207003,1.0830257952243747
32,1.484333147426585,-0.4193511298597656
33,0.6551117002079623,-0.5759144958895925
34,0.9290950744467961,-0.5878516835303406
35,-3.1466937382727473,-0.0016667385670304789
36,2.0463473191755375,0.7380748195738167
37,3.445519919982573,0.002318231410939977
38,0.5895049884405082,-0.5467534196963664
39,-0.18481914676374003,-0.5923964016069191
40,1.0017918976432723,-0.49963957465456516
41,0.495625290808872,-0.38580453311535606
42,0.6781557814384103,-0.49602679937313615
43,1.048586427035547,-0.511611222094176
44,1.484333147426585,-0.4193511298597656
45,-1.8835477350909464,-0.5021671172981299
46,1.573698269491967,0.8227180200549966
47,0.0029715836788935606,-0.2857512228540614
48,1.7455336207260879,1.0881074179796792
49,-2.3597052405887537,-0.2933353345326726
50,1.6769917638903065,-0.3956436758434547
51,-2.842071575559458,0.8289373303989934
52,-2.1811826576245132,0.280957633818534
53,-0.8587000362116269,-0.5136075704053054
54,1.048586427035547,-0.511611222094176
55,0.7022672471088593,-0.5166239257868236
56,-1.0728959913045355,0.9249320536410564
57,1.9846662013771408,0.6870471342590786
58,1.7000905581944703,-0.42175964637759605
59,1.7545644338217408,0.7727202810980006
60,0.277300307485483,-0.540697669168381
